unit_id,process_step,machine_id,start_time,end_time,status,time_taken_min,speed,force_kN,temperature_C,pressure_bar,power_usage_kW,queue_length_units,average_wait_time_min,queue_timestamp,quote_id,material_type,thickness_mm,batch_id,weight_kg,quantity,estimated_time_hours,estimated_cost_eur,promised_delivery,quote_status,time_ratio,queue_ratio,wait_ratio,temp_ratio,power_ratio,material_difficulty,thickness_norm,process_complexity,operational_stress,risk_score_raw,formula_risk_probability,risk_probability,defect_flag,result,defect_type,severity,inspection_timestamp,storage_location,qr_code,recommended_device
U-1108,laser_cutting,L-02,2026-03-28 09:49:00,2026-03-28 09:55:30,completed,6.5,20.55,,328.93,14.76,17.59,3,30,09:19,Q-3014,galvanized_steel,3.0,MB-2209,2.89,80,26.1,1499.0,2026-04-08 17:00,accepted,0.9570552147239265,0.42857142857142855,1.3043478260869565,1.0457825962547294,0.9737060614447829,0.75,0.6,0.55,0.41766635510051875,0.22397358292265324,0.033283750799294465,0.033283750799294465,0,pass,-,-,2026-03-28 09:55:30,Zone-A,QR_U-1108,phone_or_ipad
U-1108,bending,B-01,2026-03-28 10:28:30,2026-03-28 10:34:43,completed,6.216666666666667,10.53,83.54,27.77,,7.76,5,31,09:57,Q-3014,galvanized_steel,3.0,MB-2209,2.89,80,26.1,1499.0,2026-04-08 17:00,accepted,0.7910922587486745,0.7142857142857143,1.2916666666666667,1.001803751803752,1.0853146853146853,0.75,0.6,0.7,0.6143805131286368,0.41931470021029466,0.05645970230446387,0.05645970230446387,0,pass,-,-,2026-03-28 10:34:43,Zone-A,QR_U-1108,phone_or_ipad
U-1108,welding,W-01,2026-03-28 11:17:43,2026-03-28 11:28:01,completed,10.3,0.62,,1419.36,2.89,10.01,11,38,10:39,Q-3014,galvanized_steel,3.0,MB-2209,2.89,80,26.1,1499.0,2026-04-08 17:00,accepted,1.0555081127241674,1.5714285714285714,1.5833333333333333,0.9621377222981056,1.0459770114942528,0.75,0.6,1.0,1.6692277760509786,1.6274970816497043,0.6462229784707467,0.6462229784707467,0,pass,-,-,2026-03-28 11:28:01,Zone-D,QR_U-1108,phone_or_ipad
U-1109,laser_cutting,L-01,2026-03-28 10:53:00,2026-03-28 10:59:51,completed,6.85,20.65,,289.62,12.45,16.99,4,19,10:34,Q-3018,aluminum_5754,2.5,MB-2222,3.07,60,6.7,1145.0,2026-04-08 08:00,accepted,1.0085889570552147,0.5714285714285714,0.8260869565217391,0.9208024671732427,0.9404926653750346,0.55,0.4,0.55,0.4991120410689019,0.18117767090801143,0.029600170190281546,0.029600170190281546,0,pass,-,-,2026-03-28 10:59:51,Zone-B,QR_U-1109,phone_or_ipad
U-1109,bending,B-01,2026-03-28 11:41:51,2026-03-28 11:47:04,completed,5.216666666666667,10.03,77.71,27.88,,6.46,2,39,11:02,Q-3018,aluminum_5754,2.5,MB-2222,3.07,60,6.7,1145.0,2026-04-08 08:00,accepted,0.6638388123011665,0.2857142857142857,1.625,1.0057720057720059,0.9034965034965035,0.55,0.4,0.7,0.17235370188504012,0.07962741027088853,0.022373123211339864,0.022373123211339864,0,pass,-,-,2026-03-28 11:47:04,Zone-A,QR_U-1109,phone_or_ipad
U-1109,welding,W-02,2026-03-28 12:25:04,2026-03-28 12:34:13,completed,9.15,0.56,,1470.01,3.3,9.12,5,36,11:49,Q-3018,aluminum_5754,2.5,MB-2222,3.07,60,6.7,1145.0,2026-04-08 08:00,accepted,0.9376601195559352,0.7142857142857143,1.5,0.996471700735147,0.9529780564263322,0.55,0.4,1.0,0.6360119554630741,0.4197678906056289,0.05652805273207872,0.05652805273207872,0,pass,-,-,2026-03-28 12:34:13,Zone-C,QR_U-1109,phone_or_ipad
U-1110,laser_cutting,L-01,2026-03-28 11:00:00,2026-03-28 11:04:33,completed,4.55,18.11,,317.75,13.65,16.27,5,27,10:33,Q-3019,stainless_steel_304,1.5,MB-2219,3.4,120,29.6,2459.0,2026-04-05 14:00,accepted,0.6699386503067485,0.7142857142857143,1.173913043478261,1.0102374972180714,0.9006365900913369,1.0,0.0,0.55,0.4353916237104138,0.23946539304072761,0.03472339116285298,0.03472339116285298,0,pass,-,-,2026-03-28 11:04:33,Zone-B,QR_U-1110,phone_or_ipad
U-1110,bending,B-01,2026-03-28 11:35:33,2026-03-28 11:43:48,completed,8.25,9.86,75.29,28.6,,6.55,9,26,11:09,Q-3019,stainless_steel_304,1.5,MB-2219,3.4,120,29.6,2459.0,2026-04-05 14:00,accepted,1.0498409331919407,1.2857142857142858,1.0833333333333333,1.0317460317460319,0.916083916083916,1.0,0.0,0.7,1.275780725864047,0.8930465081048329,0.18608187551595054,0.18608187551595054,0,pass,-,-,2026-03-28 11:43:48,Zone-A,QR_U-1110,phone_or_ipad
U-1110,welding,W-01,2026-03-28 12:05:48,2026-03-28 12:15:12,completed,9.4,0.64,,1453.08,3.16,9.95,8,14,11:51,Q-3019,stainless_steel_304,1.5,MB-2219,3.4,120,29.6,2459.0,2026-04-05 14:00,accepted,0.9632792485055509,1.1428571428571428,0.5833333333333334,0.9849954074490835,1.0397074190177638,1.0,0.0,1.0,1.127429774819677,1.127429774819677,0.30736264710101996,0.30736264710101996,1,fail,burn_through,low,2026-03-28 12:15:12,Zone-D,QR_U-1110,phone_or_ipad
U-1111,laser_cutting,L-03,2026-03-28 09:01:00,2026-03-28 09:10:27,completed,9.45,20.71,,306.96,12.79,20.43,8,21,08:40,Q-3003,galvanized_steel,4.0,MB-2220,2.69,180,22.1,4341.0,2026-04-10 08:00,accepted,1.3914110429447852,1.1428571428571428,0.9130434782608695,0.9759323434966458,1.130916136174924,0.75,1.0,0.55,1.755082374303894,1.0859572191005344,0.28295998834682173,0.28295998834682173,0,pass,-,-,2026-03-28 09:10:27,Zone-A,QR_U-1111,phone_or_ipad
U-1111,bending,B-01,2026-03-28 09:38:27,2026-03-28 09:48:00,completed,9.55,10.62,83.24,26.82,,7.51,4,22,09:16,Q-3003,galvanized_steel,4.0,MB-2220,2.69,180,22.1,4341.0,2026-04-10 08:00,accepted,1.2152704135737011,0.5714285714285714,0.9166666666666666,0.9675324675324676,1.0503496503496503,0.75,1.0,0.7,0.7057230769671033,0.5557569231115939,0.08091016523351909,0.08091016523351909,0,pass,-,-,2026-03-28 09:48:00,Zone-B,QR_U-1111,phone_or_ipad
U-1111,welding,W-02,2026-03-28 10:16:00,2026-03-28 10:28:57,completed,12.95,0.55,,1455.41,3.15,8.64,10,24,09:52,Q-3003,galvanized_steel,4.0,MB-2220,2.69,180,22.1,4341.0,2026-04-10 08:00,accepted,1.3270708795900938,1.4285714285714286,1.0,0.9865748382439169,0.9028213166144201,0.75,1.0,1.0,1.688604409540999,1.899679960733624,0.7978043695079291,0.7978043695079291,1,fail,surface_porosity,low,2026-03-28 10:28:57,Zone-D,QR_U-1111,phone_or_ipad
U-1112,laser_cutting,L-01,2026-03-28 09:37:00,2026-03-28 09:42:39,completed,5.65,19.67,,305.38,11.84,19.44,10,36,09:01,Q-3000,galvanized_steel,1.5,MB-2212,1.23,120,30.7,3038.0,2026-04-06 14:00,accepted,0.8319018404907976,1.4285714285714286,1.565217391304348,0.9709089752964741,1.0761140326598397,0.75,0.0,0.55,1.24168334430465,0.5121943795256682,0.0722047005819137,0.0722047005819137,1,fail,incomplete_cut,medium,2026-03-28 09:42:39,Zone-B,QR_U-1112,phone_or_ipad
U-1112,bending,B-01,2026-03-28 10:16:39,2026-03-28 10:22:10,completed,5.516666666666667,10.46,85.28,26.44,,7.46,4,29,09:47,Q-3000,galvanized_steel,1.5,MB-2212,1.23,120,30.7,3038.0,2026-04-06 14:00,accepted,0.7020148462354189,0.5714285714285714,1.2083333333333333,0.9538239538239539,1.0433566433566432,0.75,0.0,0.7,0.3992172131104248,0.209589036882973,0.03199872873103333,0.03199872873103333,0,pass,-,-,2026-03-28 10:22:10,Zone-B,QR_U-1112,phone_or_ipad
U-1112,welding,W-01,2026-03-28 11:05:10,2026-03-28 11:13:52,completed,8.7,0.58,,1438.82,3.13,9.94,8,33,10:32,Q-3000,galvanized_steel,1.5,MB-2212,1.23,120,30.7,3038.0,2026-04-06 14:00,accepted,0.8915456874466268,1.1428571428571428,1.375,0.9753290198377862,1.038662486938349,0.75,0.0,1.0,1.0321935562789146,0.7741451672091859,0.14038354070458595,0.14038354070458595,1,fail,burn_through,low,2026-03-28 11:13:52,Zone-C,QR_U-1112,phone_or_ipad
U-1113,laser_cutting,L-02,2026-03-28 09:07:00,2026-03-28 09:12:02,completed,5.033333333333333,21.38,,321.14,12.82,18.65,6,29,08:38,Q-3016,galvanized_steel,2.0,MB-2216,3.37,180,25.0,4388.0,2026-04-04 08:00,accepted,0.7411042944785277,0.8571428571428571,1.2608695652173914,1.0210154834197056,1.0323830611680045,0.75,0.2,0.55,0.6695850347324281,0.3038242095098393,0.0413721151893384,0.0413721151893384,0,pass,-,-,2026-03-28 09:12:02,Zone-B,QR_U-1113,phone_or_ipad
U-1113,bending,B-02,2026-03-28 10:01:02,2026-03-28 10:08:36,completed,7.566666666666666,11.04,78.21,28.89,,7.14,3,38,09:23,Q-3016,galvanized_steel,2.0,MB-2216,3.37,180,25.0,4388.0,2026-04-04 08:00,accepted,0.9628844114528101,0.42857142857142855,1.5833333333333333,1.0422077922077924,0.9986013986013985,0.75,0.2,0.7,0.429480901822558,0.24802522080252726,0.03554441139857238,0.03554441139857238,0,pass,-,-,2026-03-28 10:08:36,Zone-A,QR_U-1113,phone_or_ipad
U-1113,welding,W-01,2026-03-28 10:30:36,2026-03-28 10:39:49,completed,9.216666666666667,0.55,,1474.36,3.01,8.93,6,12,10:18,Q-3016,galvanized_steel,2.0,MB-2216,3.37,180,25.0,4388.0,2026-04-04 08:00,accepted,0.9444918872758327,0.8571428571428571,0.5,0.9994204234636983,0.9331243469174503,0.75,0.2,1.0,0.7549864956307581,0.6228638588953754,0.09620134795826003,0.09620134795826003,0,pass,-,-,2026-03-28 10:39:49,Zone-C,QR_U-1113,phone_or_ipad
U-1114,laser_cutting,L-02,2026-03-28 10:28:00,2026-03-28 10:37:12,completed,9.2,21.9,,313.11,15.18,19.33,9,22,10:06,Q-3017,stainless_steel_304,4.0,MB-2214,3.44,250,28.1,6304.0,2026-04-08 14:00,accepted,1.354601226993865,1.2857142857142858,0.9565217391304348,0.9954853273137699,1.0700249100470522,1.0,1.0,0.55,1.8551741552779664,1.5305186781043223,0.5812907664789209,0.5812907664789209,0,pass,-,-,2026-03-28 10:37:12,Zone-B,QR_U-1114,phone_or_ipad
U-1114,bending,B-02,2026-03-28 11:15:12,2026-03-28 11:25:14,completed,10.033333333333333,10.21,77.3,29.02,,6.58,10,36,10:39,Q-3017,stainless_steel_304,4.0,MB-2214,3.44,250,28.1,6304.0,2026-04-08 14:00,accepted,1.2767762460233298,1.4285714285714286,1.5,1.046897546897547,0.9202797202797203,1.0,1.0,0.7,1.7572792793076222,1.8451432432730033,0.7717667752415253,0.7717667752415253,1,fail,angle_deviation,medium,2026-03-28 11:25:14,Zone-A,QR_U-1114,phone_or_ipad
U-1114,welding,W-01,2026-03-28 11:46:14,2026-03-28 11:58:15,completed,12.016666666666667,0.62,,1459.56,3.03,8.8,2,19,11:27,Q-3017,stainless_steel_304,4.0,MB-2214,3.44,250,28.1,6304.0,2026-04-08 14:00,accepted,1.2314261315115287,0.2857142857142857,0.7916666666666666,0.9893879875136843,0.9195402298850576,1.0,1.0,1.0,0.3200941141616954,0.48014117124254313,0.06635968592086659,0.06635968592086659,0,pass,-,-,2026-03-28 11:58:15,Zone-C,QR_U-1114,phone_or_ipad
U-1115,laser_cutting,L-01,2026-03-28 10:43:00,2026-03-28 10:45:28,completed,2.466666666666667,21.36,,285.45,13.53,19.42,4,18,10:25,Q-3011,aluminum_5754,2.5,MB-2215,2.76,180,16.1,3728.0,2026-04-06 15:00,accepted,0.3631901840490798,0.5714285714285714,0.782608695652174,0.907544590341144,1.0750069194575147,0.55,0.4,0.55,0.20247680802282755,0.07349908131228641,0.021996971182167493,0.021996971182167493,0,pass,-,-,2026-03-28 10:45:28,Zone-A,QR_U-1115,phone_or_ipad
U-1115,bending,B-02,2026-03-28 11:27:28,2026-03-28 11:33:32,completed,6.066666666666666,11.0,85.38,28.54,,7.25,9,34,10:53,Q-3011,aluminum_5754,2.5,MB-2215,2.76,180,16.1,3728.0,2026-04-06 15:00,accepted,0.7720042417815483,1.2857142857142858,1.4166666666666667,1.0295815295815296,1.013986013986014,0.55,0.4,0.7,1.0362316753910314,0.47873903403065654,0.06611430441940976,0.06611430441940976,0,pass,-,-,2026-03-28 11:33:32,Zone-A,QR_U-1115,phone_or_ipad
U-1115,welding,W-02,2026-03-28 12:06:32,2026-03-28 12:15:17,completed,8.75,0.54,,1426.51,3.43,8.92,4,26,11:40,Q-3011,aluminum_5754,2.5,MB-2215,2.76,180,16.1,3728.0,2026-04-06 15:00,accepted,0.89666951323655,0.5714285714285714,1.0833333333333333,0.9669844734496327,0.9320794148380355,0.55,0.4,1.0,0.4618136578157469,0.30479701415839294,0.041481421750635204,0.041481421750635204,0,pass,-,-,2026-03-28 12:15:17,Zone-C,QR_U-1115,phone_or_ipad
U-1116,laser_cutting,L-03,2026-03-28 11:22:00,2026-03-28 11:28:49,completed,6.816666666666666,23.39,,324.86,12.8,17.61,3,31,10:51,Q-3010,galvanized_steel,3.0,MB-2206,3.17,250,24.9,5316.0,2026-04-08 16:00,open,1.003680981595092,0.42857142857142855,1.3478260869565217,1.032842654118844,0.9748131746471077,0.75,0.6,0.55,0.43308631894986865,0.2322425385368671,0.03404485640773472,0.03404485640773472,0,pass,-,-,2026-03-28 11:28:49,Zone-A,QR_U-1116,phone_or_ipad
U-1116,bending,B-02,2026-03-28 12:08:49,2026-03-28 12:17:33,completed,8.733333333333333,10.31,74.12,28.02,,6.63,9,35,11:33,Q-3010,galvanized_steel,3.0,MB-2206,3.17,250,24.9,5316.0,2026-04-08 16:00,open,1.1113467656415694,1.2857142857142858,1.4583333333333333,1.0108225108225108,0.9272727272727272,0.75,0.6,0.7,1.3392956274558236,0.9140692657385997,0.19525980815203173,0.19525980815203173,0,pass,-,-,2026-03-28 12:17:33,Zone-B,QR_U-1116,phone_or_ipad
U-1116,welding,W-02,2026-03-28 12:31:33,2026-03-28 12:40:34,completed,9.016666666666667,0.58,,1478.82,2.92,10.41,2,12,12:19,Q-3010,galvanized_steel,3.0,MB-2206,3.17,250,24.9,5316.0,2026-04-08 16:00,open,0.9239965841161402,0.2857142857142857,0.5,1.002443711594581,1.0877742946708464,0.75,0.6,1.0,0.2878731161243958,0.28067628822128593,0.03885107449119131,0.03885107449119131,0,pass,-,-,2026-03-28 12:40:34,Zone-C,QR_U-1116,phone_or_ipad
U-1117,laser_cutting,L-02,2026-03-28 10:13:00,2026-03-28 10:17:37,completed,4.616666666666666,23.02,,326.13,14.65,16.72,8,11,10:02,Q-3019,galvanized_steel,2.0,MB-2202,1.99,120,29.6,2459.0,2026-04-05 14:00,accepted,0.6797546012269938,1.1428571428571428,0.4782608695652174,1.0368804247607541,0.925546637143648,0.75,0.2,0.55,0.7455402340439556,0.33828888119744494,0.045417481524911096,0.045417481524911096,0,pass,-,-,2026-03-28 10:17:37,Zone-B,QR_U-1117,phone_or_ipad
U-1117,bending,B-01,2026-03-28 11:01:37,2026-03-28 11:07:33,completed,5.933333333333334,9.2,74.53,26.62,,7.06,7,36,10:25,Q-3019,galvanized_steel,2.0,MB-2202,1.99,120,29.6,2459.0,2026-04-05 14:00,accepted,0.7550371155885472,1.0,1.5,0.9603174603174603,0.9874125874125873,0.75,0.2,0.7,0.7159485030110693,0.4134602604888925,0.055583690950211644,0.055583690950211644,0,pass,-,-,2026-03-28 11:07:33,Zone-A,QR_U-1117,phone_or_ipad
U-1117,welding,W-02,2026-03-28 11:49:33,2026-03-28 11:59:03,completed,9.5,0.54,,1542.74,3.33,9.55,6,35,11:14,Q-3019,galvanized_steel,2.0,MB-2202,1.99,120,29.6,2459.0,2026-04-05 14:00,accepted,0.9735269000853971,0.8571428571428571,1.4583333333333333,1.0457729890219392,0.9979101358411704,0.75,0.2,1.0,0.8708232602478889,0.7184291897045084,0.12241486585511345,0.12241486585511345,0,pass,-,-,2026-03-28 11:59:03,Zone-C,QR_U-1117,phone_or_ipad
U-1118,laser_cutting,L-03,2026-03-28 09:27:00,2026-03-28 09:32:09,completed,5.15,22.07,,334.79,14.37,18.67,4,17,09:10,Q-3014,galvanized_steel,2.0,MB-2213,2.45,80,26.1,1499.0,2026-04-08 17:00,accepted,0.7582822085889571,0.5714285714285714,0.7391304347826086,1.0644135694528345,1.0334901743703295,0.75,0.2,0.55,0.47666094771358464,0.21628490502503905,0.03259081489112085,0.03259081489112085,0,pass,-,-,2026-03-28 09:32:09,Zone-A,QR_U-1118,phone_or_ipad
U-1118,bending,B-01,2026-03-28 10:07:09,2026-03-28 10:15:12,completed,8.05,9.59,71.64,27.75,,7.39,7,27,09:40,Q-3014,galvanized_steel,2.0,MB-2213,2.45,80,26.1,1499.0,2026-04-08 17:00,accepted,1.024390243902439,1.0,1.125,1.001082251082251,1.0335664335664334,0.75,0.2,0.7,1.0599212317615863,0.6121045113423161,0.09358669647909008,0.09358669647909008,0,pass,-,-,2026-03-28 10:15:12,Zone-B,QR_U-1118,phone_or_ipad
U-1118,welding,W-02,2026-03-28 10:27:12,2026-03-28 10:37:38,completed,10.433333333333334,0.57,,1472.82,3.24,9.62,6,9,10:18,Q-3014,galvanized_steel,2.0,MB-2213,2.45,80,26.1,1499.0,2026-04-08 17:00,accepted,1.0691716481639626,0.8571428571428571,0.375,0.9983765078310618,1.005224660397074,0.75,0.2,1.0,0.9197252967523623,0.758773369820699,0.13521637724981603,0.13521637724981603,0,pass,-,-,2026-03-28 10:37:38,Zone-C,QR_U-1118,phone_or_ipad
U-1119,laser_cutting,L-02,2026-03-28 09:06:00,2026-03-28 09:14:22,completed,8.366666666666667,19.39,,312.6,14.31,17.16,5,8,08:58,Q-3002,aluminum_5754,2.0,MB-2213,3.27,180,31.2,4738.0,2026-04-07 09:00,accepted,1.2319018404907978,0.7142857142857143,0.34782608695652173,0.9938638603630816,0.9499031275947967,0.55,0.2,0.55,0.8307192698683427,0.27642183704869105,0.03840403872370004,0.03840403872370004,0,pass,-,-,2026-03-28 09:14:22,Zone-B,QR_U-1119,phone_or_ipad
U-1119,bending,B-02,2026-03-28 09:52:22,2026-03-28 09:58:07,completed,5.75,11.6,84.05,27.96,,6.39,6,34,09:18,Q-3002,aluminum_5754,2.0,MB-2213,3.27,180,31.2,4738.0,2026-04-07 09:00,accepted,0.7317073170731707,0.8571428571428571,1.4166666666666667,1.0086580086580088,0.8937062937062936,0.55,0.2,0.7,0.5653655815201587,0.23943232377378723,0.03472025503284861,0.03472025503284861,0,pass,-,-,2026-03-28 09:58:07,Zone-A,QR_U-1119,phone_or_ipad
U-1119,welding,W-01,2026-03-28 10:17:07,2026-03-28 10:28:54,completed,11.783333333333333,0.65,,1419.06,3.14,9.49,10,11,10:06,Q-3002,aluminum_5754,2.0,MB-2213,3.27,180,31.2,4738.0,2026-04-07 09:00,accepted,1.2075149444918873,1.4285714285714286,0.4583333333333333,0.9619343621099296,0.9916405433646813,0.55,0.2,1.0,1.6454859857542055,0.9955190213812944,0.23402459596749534,0.23402459596749534,0,pass,-,-,2026-03-28 10:28:54,Zone-D,QR_U-1119,phone_or_ipad
U-1120,laser_cutting,L-02,2026-03-28 11:12:00,2026-03-28 11:18:30,completed,6.5,18.93,,311.97,12.86,19.57,2,17,10:55,Q-3014,galvanized_steel,3.0,MB-2212,2.2,80,26.1,1499.0,2026-04-08 17:00,accepted,0.9570552147239265,0.2857142857142857,0.7391304347826086,0.9918608717769372,1.0833102684749518,0.75,0.6,0.55,0.2938140552111093,0.1575577871069574,0.027739637919569828,0.027739637919569828,0,pass,-,-,2026-03-28 11:18:30,Zone-A,QR_U-1120,phone_or_ipad
U-1120,bending,B-01,2026-03-28 11:57:30,2026-03-28 12:07:13,completed,9.716666666666667,9.02,79.4,27.8,,7.42,10,34,11:23,Q-3014,galvanized_steel,3.0,MB-2212,2.2,80,26.1,1499.0,2026-04-08 17:00,accepted,1.2364793213149523,1.4285714285714286,1.4166666666666667,1.002886002886003,1.0377622377622377,0.75,0.6,0.7,1.8383925488909585,1.254702914618079,0.3888010053355024,0.3888010053355024,1,fail,surface_crack,low,2026-03-28 12:07:13,Zone-B,QR_U-1120,phone_or_ipad
U-1120,welding,W-02,2026-03-28 12:38:13,2026-03-28 12:47:27,completed,9.233333333333333,0.51,,1439.46,3.44,10.3,5,20,12:18,Q-3014,galvanized_steel,3.0,MB-2212,2.2,80,26.1,1499.0,2026-04-08 17:00,accepted,0.9461998292058069,0.7142857142857143,0.8333333333333334,0.975762854905895,1.0762800417972833,0.75,0.6,1.0,0.7097810464674192,0.6920365203057337,0.11461569598024694,0.11461569598024694,0,pass,-,-,2026-03-28 12:47:27,Zone-D,QR_U-1120,phone_or_ipad
U-1121,laser_cutting,L-03,2026-03-28 08:49:00,2026-03-28 08:55:33,completed,6.55,20.75,,328.84,14.27,17.87,3,10,08:39,Q-3006,galvanized_steel,4.0,MB-2203,1.28,120,30.5,2836.0,2026-04-10 17:00,accepted,0.9644171779141105,0.42857142857142855,0.43478260869565216,1.0454964550281372,0.989205646277332,0.75,1.0,0.55,0.427461793109942,0.26449198448677663,0.03717670217082476,0.03717670217082476,0,pass,-,-,2026-03-28 08:55:33,Zone-B,QR_U-1121,phone_or_ipad
U-1121,bending,B-02,2026-03-28 09:16:33,2026-03-28 09:25:33,completed,9.0,10.74,81.89,27.63,,7.68,3,13,09:03,Q-3006,galvanized_steel,4.0,MB-2203,1.28,120,30.5,2836.0,2026-04-10 17:00,accepted,1.1452810180275717,0.42857142857142855,0.5416666666666666,0.9967532467532467,1.0741258741258741,0.75,1.0,0.7,0.5255065271867133,0.41383639015953666,0.05563958535760542,0.05563958535760542,0,pass,-,-,2026-03-28 09:25:33,Zone-B,QR_U-1121,phone_or_ipad
U-1121,welding,W-02,2026-03-28 09:59:33,2026-03-28 10:07:58,completed,8.416666666666666,0.58,,1483.22,3.01,10.45,9,26,09:33,Q-3006,galvanized_steel,4.0,MB-2203,1.28,120,30.5,2836.0,2026-04-10 17:00,accepted,0.8625106746370623,1.2857142857142858,1.0833333333333333,1.0054263276878286,1.0919540229885056,0.75,1.0,1.0,1.2174848175107857,1.3696704196996339,0.4682799580786242,0.4682799580786242,0,pass,-,-,2026-03-28 10:07:58,Zone-D,QR_U-1121,phone_or_ipad
U-1122,laser_cutting,L-01,2026-03-28 10:04:00,2026-03-28 10:11:31,completed,7.516666666666667,20.67,,315.71,12.88,17.98,7,12,09:52,Q-3013,stainless_steel_304,2.0,MB-2208,1.14,40,11.2,722.0,2026-04-04 08:00,accepted,1.1067484662576688,1.0,0.5217391304347826,1.0037516294153181,0.9952947688901191,1.0,0.2,0.55,1.1056735324071703,0.6689324871063381,0.10814693166299115,0.10814693166299115,0,pass,-,-,2026-03-28 10:11:31,Zone-A,QR_U-1122,phone_or_ipad
U-1122,bending,B-02,2026-03-28 10:47:31,2026-03-28 10:53:34,completed,6.05,11.33,89.16,26.83,,7.74,5,25,10:22,Q-3013,stainless_steel_304,2.0,MB-2208,1.14,40,11.2,722.0,2026-04-04 08:00,accepted,0.7698833510074231,0.7142857142857143,1.0416666666666667,0.9678932178932179,1.0825174825174826,1.0,0.2,0.7,0.5761814310519053,0.44365970190996706,0.06024345090909017,0.06024345090909017,0,pass,-,-,2026-03-28 10:53:34,Zone-A,QR_U-1122,phone_or_ipad
U-1122,welding,W-02,2026-03-28 11:32:34,2026-03-28 11:43:49,completed,11.25,0.52,,1514.43,3.14,9.67,11,32,11:00,Q-3013,stainless_steel_304,2.0,MB-2208,1.14,40,11.2,722.0,2026-04-04 08:00,accepted,1.1528608027327072,1.5714285714285714,1.3333333333333333,1.0265825659310677,1.0104493207941483,1.0,0.2,1.0,1.8792300108319868,2.0671530119151855,0.8637153962152455,0.8637153962152455,1,fail,surface_porosity,medium,2026-03-28 11:43:49,Zone-C,QR_U-1122,phone_or_ipad
U-1123,laser_cutting,L-01,2026-03-28 10:13:00,2026-03-28 10:19:07,completed,6.116666666666666,18.45,,305.14,13.74,19.31,7,13,10:00,Q-3004,aluminum_5754,3.0,MB-2217,2.7,60,7.2,1664.0,2026-04-04 14:00,open,0.9006134969325154,1.0,0.5652173913043478,0.970145932025562,1.0689177968447274,0.55,0.6,0.55,0.9339418272055467,0.3672726235485813,0.04910855730257622,0.04910855730257622,0,pass,-,-,2026-03-28 10:19:07,Zone-B,QR_U-1123,phone_or_ipad
U-1123,bending,B-01,2026-03-28 10:42:07,2026-03-28 10:49:56,completed,7.816666666666666,10.65,77.16,28.48,,6.31,4,20,10:22,Q-3004,aluminum_5754,3.0,MB-2217,2.7,60,7.2,1664.0,2026-04-04 14:00,open,0.9946977730646871,0.5714285714285714,0.8333333333333334,1.0274170274170276,0.8825174825174824,0.55,0.6,0.7,0.5153747930572379,0.2579450839251476,0.03651927484581163,0.03651927484581163,1,fail,springback,medium,2026-03-28 10:49:56,Zone-B,QR_U-1123,phone_or_ipad
U-1123,welding,W-01,2026-03-28 11:28:56,2026-03-28 11:40:36,completed,11.666666666666666,0.63,,1391.95,3.22,9.96,10,28,11:00,Q-3004,aluminum_5754,3.0,MB-2217,2.7,60,7.2,1664.0,2026-04-04 14:00,open,1.1955593509820666,1.4285714285714286,1.1666666666666667,0.943557379771762,1.0407523510971788,0.55,0.6,1.0,1.6772153055380954,1.1992089434597384,0.35220135866049607,0.35220135866049607,0,pass,-,-,2026-03-28 11:40:36,Zone-C,QR_U-1123,phone_or_ipad
U-1124,laser_cutting,L-01,2026-03-28 09:56:00,2026-03-28 10:01:59,completed,5.983333333333333,19.42,,304.72,14.15,19.02,5,21,09:35,Q-3014,aluminum_5754,2.0,MB-2212,3.41,80,26.1,1499.0,2026-04-08 17:00,accepted,0.8809815950920247,0.7142857142857143,0.9130434782608695,0.9688106063014659,1.052864655411016,0.55,0.2,0.55,0.6418746604964151,0.21358379328018218,0.032350704107721166,0.032350704107721166,0,pass,-,-,2026-03-28 10:01:59,Zone-B,QR_U-1124,phone_or_ipad
U-1124,bending,B-01,2026-03-28 10:19:59,2026-03-28 10:26:06,completed,6.116666666666666,9.39,83.6,28.03,,7.77,4,14,10:05,Q-3014,aluminum_5754,2.0,MB-2212,3.41,80,26.1,1499.0,2026-04-08 17:00,accepted,0.7783669141039236,0.5714285714285714,0.5833333333333334,1.0111832611832612,1.0867132867132867,0.55,0.2,0.7,0.48875494825557486,0.206987720586236,0.031771522159939294,0.031771522159939294,0,pass,-,-,2026-03-28 10:26:06,Zone-A,QR_U-1124,phone_or_ipad
U-1124,welding,W-02,2026-03-28 11:11:06,2026-03-28 11:20:54,completed,9.8,0.54,,1518.32,2.98,10.15,4,37,10:34,Q-3014,aluminum_5754,2.0,MB-2212,3.41,80,26.1,1499.0,2026-04-08 17:00,accepted,1.004269854824936,0.5714285714285714,1.5416666666666667,1.029219469704416,1.0606060606060606,0.55,0.2,1.0,0.6264327802563947,0.3789918320551188,0.05068037750948183,0.05068037750948183,0,pass,-,-,2026-03-28 11:20:54,Zone-D,QR_U-1124,phone_or_ipad
