unit_id,process_step,result,defect_type,severity,inspection_timestamp
U-1197,laser_cutting,fail,edge_burr,low,2026-03-28 10:01:29
U-1197,bending,pass,-,-,2026-03-28 10:50:24
U-1197,welding,pass,-,-,2026-03-28 11:29:40
U-1198,laser_cutting,pass,-,-,2026-03-28 10:00:05
U-1198,bending,pass,-,-,2026-03-28 10:33:45
U-1198,welding,pass,-,-,2026-03-28 11:10:52
U-1199,laser_cutting,pass,-,-,2026-03-28 11:05:28
U-1199,bending,pass,-,-,2026-03-28 11:32:06
U-1199,welding,fail,surface_porosity,low,2026-03-28 12:21:10
U-1200,laser_cutting,pass,-,-,2026-03-28 10:09:46
U-1200,bending,pass,-,-,2026-03-28 10:46:20
U-1200,welding,pass,-,-,2026-03-28 11:15:43
U-1201,laser_cutting,pass,-,-,2026-03-28 08:37:19
U-1201,bending,pass,-,-,2026-03-28 09:18:38
U-1201,welding,fail,weak_joint,low,2026-03-28 10:11:36
U-1202,laser_cutting,pass,-,-,2026-03-28 09:28:43
U-1202,bending,pass,-,-,2026-03-28 10:08:12
U-1202,welding,pass,-,-,2026-03-28 10:56:00
U-1203,laser_cutting,fail,edge_burr,medium,2026-03-28 08:44:09
U-1203,bending,pass,-,-,2026-03-28 09:31:48
U-1203,welding,fail,burn_through,medium,2026-03-28 10:20:06
U-1204,laser_cutting,pass,-,-,2026-03-28 11:10:27
U-1204,bending,pass,-,-,2026-03-28 11:43:57
U-1204,welding,pass,-,-,2026-03-28 12:15:27
U-1205,laser_cutting,pass,-,-,2026-03-28 11:34:52
U-1205,bending,pass,-,-,2026-03-28 12:13:34
U-1205,welding,pass,-,-,2026-03-28 12:39:33
U-1206,laser_cutting,pass,-,-,2026-03-28 11:29:14
U-1206,bending,pass,-,-,2026-03-28 11:57:54
U-1206,welding,pass,-,-,2026-03-28 12:32:13
U-1207,laser_cutting,pass,-,-,2026-03-28 09:12:30
U-1207,bending,pass,-,-,2026-03-28 09:56:06
U-1207,welding,fail,surface_porosity,medium,2026-03-28 10:33:54
U-1208,laser_cutting,pass,-,-,2026-03-28 10:01:45
U-1208,bending,pass,-,-,2026-03-28 10:20:09
U-1208,welding,pass,-,-,2026-03-28 11:01:46
U-1209,laser_cutting,pass,-,-,2026-03-28 09:22:10
U-1209,bending,pass,-,-,2026-03-28 09:44:08
U-1209,welding,fail,surface_porosity,low,2026-03-28 10:31:54
U-1210,laser_cutting,pass,-,-,2026-03-28 10:50:09
U-1210,bending,pass,-,-,2026-03-28 11:17:01
U-1210,welding,pass,-,-,2026-03-28 12:04:34
U-1211,laser_cutting,pass,-,-,2026-03-28 08:56:57
U-1211,bending,fail,springback,low,2026-03-28 09:27:14
U-1211,welding,pass,-,-,2026-03-28 10:13:31
U-1212,laser_cutting,pass,-,-,2026-03-28 11:35:16
U-1212,bending,pass,-,-,2026-03-28 12:09:49
U-1212,welding,pass,-,-,2026-03-28 12:40:09
U-1213,laser_cutting,pass,-,-,2026-03-28 09:10:40
U-1213,bending,pass,-,-,2026-03-28 09:49:14
U-1213,welding,pass,-,-,2026-03-28 10:32:27
U-1214,laser_cutting,pass,-,-,2026-03-28 08:51:36
U-1214,bending,pass,-,-,2026-03-28 09:28:04
U-1214,welding,fail,surface_porosity,low,2026-03-28 10:10:10
U-1215,laser_cutting,pass,-,-,2026-03-28 09:13:37
U-1215,bending,pass,-,-,2026-03-28 10:08:51
U-1215,welding,pass,-,-,2026-03-28 11:00:29
U-1216,laser_cutting,pass,-,-,2026-03-28 08:45:39
U-1216,bending,fail,angle_deviation,low,2026-03-28 09:29:57
U-1216,welding,pass,-,-,2026-03-28 09:57:15
U-1217,laser_cutting,pass,-,-,2026-03-28 08:27:22
U-1217,bending,pass,-,-,2026-03-28 08:59:52
U-1217,welding,fail,burn_through,low,2026-03-28 09:27:55
U-1218,laser_cutting,pass,-,-,2026-03-28 11:38:52
U-1218,bending,pass,-,-,2026-03-28 12:19:28
U-1218,welding,pass,-,-,2026-03-28 12:47:51
U-1219,laser_cutting,pass,-,-,2026-03-28 10:14:07
U-1219,bending,pass,-,-,2026-03-28 10:44:57
U-1219,welding,pass,-,-,2026-03-28 11:36:31
U-1220,laser_cutting,pass,-,-,2026-03-28 10:23:28
U-1220,bending,pass,-,-,2026-03-28 11:02:02
U-1220,welding,pass,-,-,2026-03-28 11:37:48
U-1221,laser_cutting,pass,-,-,2026-03-28 09:40:55
U-1221,bending,fail,angle_deviation,low,2026-03-28 10:39:33
U-1221,welding,pass,-,-,2026-03-28 11:25:25
U-1222,laser_cutting,pass,-,-,2026-03-28 08:52:02
U-1222,bending,pass,-,-,2026-03-28 09:13:44
U-1222,welding,fail,burn_through,medium,2026-03-28 09:39:34
U-1223,laser_cutting,pass,-,-,2026-03-28 09:15:18
U-1223,bending,pass,-,-,2026-03-28 09:49:28
U-1223,welding,pass,-,-,2026-03-28 10:24:53
U-1224,laser_cutting,pass,-,-,2026-03-28 11:14:07
U-1224,bending,fail,angle_deviation,high,2026-03-28 12:03:36
U-1224,welding,pass,-,-,2026-03-28 12:45:34
U-1225,laser_cutting,pass,-,-,2026-03-28 10:49:28
U-1225,bending,pass,-,-,2026-03-28 11:30:21
U-1225,welding,pass,-,-,2026-03-28 12:20:56
U-1226,laser_cutting,pass,-,-,2026-03-28 09:47:27
U-1226,bending,pass,-,-,2026-03-28 10:31:13
U-1226,welding,pass,-,-,2026-03-28 11:17:12
U-1227,laser_cutting,pass,-,-,2026-03-28 10:38:09
U-1227,bending,pass,-,-,2026-03-28 11:08:36
U-1227,welding,pass,-,-,2026-03-28 11:34:26
U-1228,laser_cutting,pass,-,-,2026-03-28 08:36:33
U-1228,bending,fail,angle_deviation,low,2026-03-28 09:20:39
U-1228,welding,pass,-,-,2026-03-28 09:47:27
U-1229,laser_cutting,pass,-,-,2026-03-28 10:24:09
U-1229,bending,pass,-,-,2026-03-28 10:52:27
U-1229,welding,pass,-,-,2026-03-28 11:31:02
U-1230,laser_cutting,pass,-,-,2026-03-28 08:31:34
U-1230,bending,pass,-,-,2026-03-28 09:06:33
U-1230,welding,fail,surface_porosity,low,2026-03-28 10:00:36
U-1231,laser_cutting,pass,-,-,2026-03-28 09:17:31
U-1231,bending,pass,-,-,2026-03-28 09:53:06
U-1231,welding,pass,-,-,2026-03-28 10:40:43
U-1232,laser_cutting,pass,-,-,2026-03-28 08:52:46
U-1232,bending,pass,-,-,2026-03-28 09:25:25
U-1232,welding,fail,surface_porosity,medium,2026-03-28 10:25:02
U-1233,laser_cutting,pass,-,-,2026-03-28 09:05:08
U-1233,bending,pass,-,-,2026-03-28 09:29:34
U-1233,welding,fail,surface_porosity,medium,2026-03-28 10:10:19
U-1234,laser_cutting,pass,-,-,2026-03-28 11:18:18
U-1234,bending,fail,angle_deviation,low,2026-03-28 12:13:40
U-1234,welding,pass,-,-,2026-03-28 12:56:26
U-1235,laser_cutting,pass,-,-,2026-03-28 11:08:48
U-1235,bending,pass,-,-,2026-03-28 11:40:58
U-1235,welding,pass,-,-,2026-03-28 12:24:01
U-1236,laser_cutting,pass,-,-,2026-03-28 10:57:16
U-1236,bending,pass,-,-,2026-03-28 11:37:03
U-1236,welding,pass,-,-,2026-03-28 12:07:46
U-1237,laser_cutting,pass,-,-,2026-03-28 10:03:04
U-1237,bending,pass,-,-,2026-03-28 10:48:05
U-1237,welding,pass,-,-,2026-03-28 11:42:39
U-1238,laser_cutting,pass,-,-,2026-03-28 11:00:52
U-1238,bending,pass,-,-,2026-03-28 11:43:42
U-1238,welding,pass,-,-,2026-03-28 12:16:22
U-1239,laser_cutting,pass,-,-,2026-03-28 10:23:08
U-1239,bending,pass,-,-,2026-03-28 11:11:04
U-1239,welding,pass,-,-,2026-03-28 11:39:24
U-1240,laser_cutting,pass,-,-,2026-03-28 10:09:00
U-1240,bending,pass,-,-,2026-03-28 10:33:37
U-1240,welding,pass,-,-,2026-03-28 11:15:41
U-1241,laser_cutting,pass,-,-,2026-03-28 08:49:55
U-1241,bending,pass,-,-,2026-03-28 09:38:02
U-1241,welding,pass,-,-,2026-03-28 10:15:10
U-1242,laser_cutting,pass,-,-,2026-03-28 10:18:57
U-1242,bending,pass,-,-,2026-03-28 10:41:36
U-1242,welding,fail,surface_porosity,high,2026-03-28 11:40:03
U-1243,laser_cutting,pass,-,-,2026-03-28 08:51:28
U-1243,bending,pass,-,-,2026-03-28 09:36:35
U-1243,welding,pass,-,-,2026-03-28 10:28:30
U-1244,laser_cutting,fail,edge_burr,medium,2026-03-28 08:34:13
U-1244,bending,pass,-,-,2026-03-28 08:55:34
U-1244,welding,pass,-,-,2026-03-28 09:52:22
U-1245,laser_cutting,pass,-,-,2026-03-28 10:45:47
U-1245,bending,pass,-,-,2026-03-28 11:23:18
U-1245,welding,fail,surface_porosity,low,2026-03-28 11:51:52
U-1246,laser_cutting,pass,-,-,2026-03-28 11:28:06
U-1246,bending,pass,-,-,2026-03-28 12:13:01
U-1246,welding,pass,-,-,2026-03-28 12:54:52
U-1247,laser_cutting,pass,-,-,2026-03-28 09:23:18
U-1247,bending,pass,-,-,2026-03-28 09:59:42
U-1247,welding,pass,-,-,2026-03-28 10:57:56
U-1248,laser_cutting,pass,-,-,2026-03-28 10:10:01
U-1248,bending,pass,-,-,2026-03-28 10:38:49
U-1248,welding,pass,-,-,2026-03-28 11:05:45
U-1249,laser_cutting,pass,-,-,2026-03-28 10:43:59
U-1249,bending,pass,-,-,2026-03-28 11:19:28
U-1249,welding,pass,-,-,2026-03-28 11:53:37
U-1250,laser_cutting,pass,-,-,2026-03-28 10:34:40
U-1250,bending,pass,-,-,2026-03-28 11:23:19
U-1250,welding,pass,-,-,2026-03-28 11:54:15
U-1251,laser_cutting,pass,-,-,2026-03-28 08:51:52
U-1251,bending,pass,-,-,2026-03-28 09:30:59
U-1251,welding,pass,-,-,2026-03-28 10:11:54
U-1252,laser_cutting,pass,-,-,2026-03-28 09:50:38
U-1252,bending,pass,-,-,2026-03-28 10:17:58
U-1252,welding,fail,surface_porosity,low,2026-03-28 10:54:37
U-1253,laser_cutting,pass,-,-,2026-03-28 09:30:45
U-1253,bending,pass,-,-,2026-03-28 09:57:42
U-1253,welding,pass,-,-,2026-03-28 10:34:48
U-1254,laser_cutting,pass,-,-,2026-03-28 10:50:39
U-1254,bending,pass,-,-,2026-03-28 11:27:52
U-1254,welding,fail,surface_porosity,low,2026-03-28 12:10:09
U-1255,laser_cutting,pass,-,-,2026-03-28 09:57:21
U-1255,bending,pass,-,-,2026-03-28 10:49:22
U-1255,welding,pass,-,-,2026-03-28 11:15:21
U-1256,laser_cutting,pass,-,-,2026-03-28 11:06:19
U-1256,bending,fail,springback,low,2026-03-28 11:49:39
U-1256,welding,pass,-,-,2026-03-28 12:44:19
U-1257,laser_cutting,pass,-,-,2026-03-28 08:40:53
U-1257,bending,pass,-,-,2026-03-28 09:08:33
U-1257,welding,pass,-,-,2026-03-28 09:51:23
U-1258,laser_cutting,pass,-,-,2026-03-28 10:45:55
U-1258,bending,pass,-,-,2026-03-28 11:15:10
U-1258,welding,pass,-,-,2026-03-28 11:55:54
U-1259,laser_cutting,fail,incomplete_cut,low,2026-03-28 09:25:33
U-1259,bending,fail,surface_crack,medium,2026-03-28 10:07:20
U-1259,welding,fail,surface_porosity,low,2026-03-28 10:43:33
U-1260,laser_cutting,pass,-,-,2026-03-28 09:32:54
U-1260,bending,pass,-,-,2026-03-28 10:05:33
U-1260,welding,pass,-,-,2026-03-28 10:37:49
U-1261,laser_cutting,pass,-,-,2026-03-28 09:38:43
U-1261,bending,pass,-,-,2026-03-28 10:11:19
U-1261,welding,pass,-,-,2026-03-28 10:46:04
U-1262,laser_cutting,pass,-,-,2026-03-28 09:34:47
U-1262,bending,pass,-,-,2026-03-28 10:23:29
U-1262,welding,pass,-,-,2026-03-28 11:02:25
U-1263,laser_cutting,pass,-,-,2026-03-28 09:48:46
U-1263,bending,pass,-,-,2026-03-28 10:37:17
U-1263,welding,pass,-,-,2026-03-28 11:21:51
U-1264,laser_cutting,pass,-,-,2026-03-28 10:17:45
U-1264,bending,pass,-,-,2026-03-28 10:50:52
U-1264,welding,pass,-,-,2026-03-28 11:42:28
U-1265,laser_cutting,pass,-,-,2026-03-28 11:01:13
U-1265,bending,pass,-,-,2026-03-28 11:31:45
U-1265,welding,pass,-,-,2026-03-28 12:19:15
U-1266,laser_cutting,pass,-,-,2026-03-28 10:02:30
U-1266,bending,pass,-,-,2026-03-28 10:43:04
U-1266,welding,fail,weak_joint,high,2026-03-28 11:08:25
U-1267,laser_cutting,pass,-,-,2026-03-28 09:48:33
U-1267,bending,pass,-,-,2026-03-28 10:36:15
U-1267,welding,fail,surface_porosity,low,2026-03-28 11:22:09
U-1268,laser_cutting,pass,-,-,2026-03-28 09:27:46
U-1268,bending,pass,-,-,2026-03-28 10:20:02
U-1268,welding,pass,-,-,2026-03-28 10:59:00
U-1269,laser_cutting,pass,-,-,2026-03-28 09:14:08
U-1269,bending,pass,-,-,2026-03-28 09:42:37
U-1269,welding,pass,-,-,2026-03-28 10:09:31
U-1270,laser_cutting,pass,-,-,2026-03-28 10:29:26
U-1270,bending,pass,-,-,2026-03-28 10:55:20
U-1270,welding,pass,-,-,2026-03-28 11:27:42
U-1271,laser_cutting,pass,-,-,2026-03-28 11:14:06
U-1271,bending,pass,-,-,2026-03-28 11:42:53
U-1271,welding,pass,-,-,2026-03-28 12:09:14
U-1272,laser_cutting,pass,-,-,2026-03-28 10:36:15
U-1272,bending,pass,-,-,2026-03-28 11:23:13
U-1272,welding,pass,-,-,2026-03-28 12:02:53
U-1273,laser_cutting,pass,-,-,2026-03-28 09:06:35
U-1273,bending,pass,-,-,2026-03-28 09:52:51
U-1273,welding,pass,-,-,2026-03-28 10:40:34
U-1274,laser_cutting,pass,-,-,2026-03-28 09:45:57
U-1274,bending,pass,-,-,2026-03-28 10:30:35
U-1274,welding,pass,-,-,2026-03-28 11:11:05
U-1275,laser_cutting,pass,-,-,2026-03-28 10:35:54
U-1275,bending,pass,-,-,2026-03-28 11:04:53
U-1275,welding,pass,-,-,2026-03-28 11:53:09
U-1276,laser_cutting,pass,-,-,2026-03-28 10:50:43
U-1276,bending,pass,-,-,2026-03-28 11:19:57
U-1276,welding,pass,-,-,2026-03-28 11:47:36
U-1277,laser_cutting,pass,-,-,2026-03-28 09:41:58
U-1277,bending,fail,springback,low,2026-03-28 10:26:29
U-1277,welding,pass,-,-,2026-03-28 11:07:24
U-1278,laser_cutting,pass,-,-,2026-03-28 09:08:27
U-1278,bending,pass,-,-,2026-03-28 09:39:50
U-1278,welding,pass,-,-,2026-03-28 10:21:35
U-1279,laser_cutting,pass,-,-,2026-03-28 09:56:40
U-1279,bending,pass,-,-,2026-03-28 10:25:44
U-1279,welding,pass,-,-,2026-03-28 11:05:54
U-1280,laser_cutting,pass,-,-,2026-03-28 10:49:09
U-1280,bending,pass,-,-,2026-03-28 11:22:27
U-1280,welding,pass,-,-,2026-03-28 11:59:55
U-1281,laser_cutting,pass,-,-,2026-03-28 11:07:19
U-1281,bending,pass,-,-,2026-03-28 11:57:52
U-1281,welding,pass,-,-,2026-03-28 12:32:15
U-1282,laser_cutting,pass,-,-,2026-03-28 08:37:02
U-1282,bending,pass,-,-,2026-03-28 09:16:31
U-1282,welding,fail,weak_joint,low,2026-03-28 09:38:59
U-1283,laser_cutting,pass,-,-,2026-03-28 08:48:45
U-1283,bending,pass,-,-,2026-03-28 09:27:41
U-1283,welding,pass,-,-,2026-03-28 10:05:45
U-1284,laser_cutting,pass,-,-,2026-03-28 10:13:49
U-1284,bending,pass,-,-,2026-03-28 10:50:27
U-1284,welding,pass,-,-,2026-03-28 11:39:14
U-1285,laser_cutting,pass,-,-,2026-03-28 09:31:34
U-1285,bending,pass,-,-,2026-03-28 10:26:12
U-1285,welding,pass,-,-,2026-03-28 11:25:39
U-1286,laser_cutting,pass,-,-,2026-03-28 11:08:53
U-1286,bending,pass,-,-,2026-03-28 11:55:13
U-1286,welding,pass,-,-,2026-03-28 12:33:01
U-1287,laser_cutting,pass,-,-,2026-03-28 08:54:23
U-1287,bending,pass,-,-,2026-03-28 09:46:40
U-1287,welding,pass,-,-,2026-03-28 10:16:42
U-1288,laser_cutting,pass,-,-,2026-03-28 11:19:06
U-1288,bending,pass,-,-,2026-03-28 12:01:56
U-1288,welding,fail,surface_porosity,medium,2026-03-28 12:54:46
U-1289,laser_cutting,fail,incomplete_cut,low,2026-03-28 09:46:10
U-1289,bending,pass,-,-,2026-03-28 10:18:50
U-1289,welding,pass,-,-,2026-03-28 10:41:42
U-1290,laser_cutting,pass,-,-,2026-03-28 09:17:44
U-1290,bending,pass,-,-,2026-03-28 09:48:10
U-1290,welding,pass,-,-,2026-03-28 10:15:05
U-1291,laser_cutting,pass,-,-,2026-03-28 09:12:59
U-1291,bending,pass,-,-,2026-03-28 10:01:04
U-1291,welding,pass,-,-,2026-03-28 10:49:37
