unit_id,process_step,machine_id,start_time,end_time,status,start_time_dt,end_time_dt,time_taken_min
U-1103,welding,W-02,2026-03-28 10:50:08,2026-03-28 10:58:49,completed,2026-03-28 10:50:08,2026-03-28 10:58:49,8.683333333333334
U-1104,laser_cutting,L-03,2026-03-28 10:58:00,2026-03-28 11:04:19,completed,2026-03-28 10:58:00,2026-03-28 11:04:19,6.316666666666666
U-1104,bending,B-02,2026-03-28 11:25:19,2026-03-28 11:34:00,completed,2026-03-28 11:25:19,2026-03-28 11:34:00,8.683333333333334
U-1104,welding,W-01,2026-03-28 12:15:00,2026-03-28 12:25:26,completed,2026-03-28 12:15:00,2026-03-28 12:25:26,10.433333333333334
U-1105,laser_cutting,L-01,2026-03-28 10:54:00,2026-03-28 11:00:51,completed,2026-03-28 10:54:00,2026-03-28 11:00:51,6.85
U-1105,bending,B-02,2026-03-28 11:21:51,2026-03-28 11:28:49,completed,2026-03-28 11:21:51,2026-03-28 11:28:49,6.966666666666667
U-1105,welding,W-01,2026-03-28 11:47:49,2026-03-28 11:58:16,completed,2026-03-28 11:47:49,2026-03-28 11:58:16,10.45
U-1106,laser_cutting,L-02,2026-03-28 11:23:00,2026-03-28 11:30:24,completed,2026-03-28 11:23:00,2026-03-28 11:30:24,7.4
U-1106,bending,B-01,2026-03-28 11:50:24,2026-03-28 12:01:30,completed,2026-03-28 11:50:24,2026-03-28 12:01:30,11.1
U-1106,welding,W-02,2026-03-28 12:44:30,2026-03-28 12:53:55,completed,2026-03-28 12:44:30,2026-03-28 12:53:55,9.416666666666666
U-1107,laser_cutting,L-01,2026-03-28 09:32:00,2026-03-28 09:37:40,completed,2026-03-28 09:32:00,2026-03-28 09:37:40,5.666666666666667
U-1107,bending,B-02,2026-03-28 10:23:40,2026-03-28 10:31:58,completed,2026-03-28 10:23:40,2026-03-28 10:31:58,8.3
U-1107,welding,W-02,2026-03-28 11:01:58,2026-03-28 11:10:26,completed,2026-03-28 11:01:58,2026-03-28 11:10:26,8.466666666666667
U-1108,laser_cutting,L-02,2026-03-28 09:49:00,2026-03-28 09:55:30,completed,2026-03-28 09:49:00,2026-03-28 09:55:30,6.5
U-1108,bending,B-01,2026-03-28 10:28:30,2026-03-28 10:34:43,completed,2026-03-28 10:28:30,2026-03-28 10:34:43,6.216666666666667
U-1108,welding,W-01,2026-03-28 11:17:43,2026-03-28 11:28:01,completed,2026-03-28 11:17:43,2026-03-28 11:28:01,10.3
U-1109,laser_cutting,L-01,2026-03-28 10:53:00,2026-03-28 10:59:51,completed,2026-03-28 10:53:00,2026-03-28 10:59:51,6.85
U-1109,bending,B-01,2026-03-28 11:41:51,2026-03-28 11:47:04,completed,2026-03-28 11:41:51,2026-03-28 11:47:04,5.216666666666667
U-1109,welding,W-02,2026-03-28 12:25:04,2026-03-28 12:34:13,completed,2026-03-28 12:25:04,2026-03-28 12:34:13,9.15
U-1110,laser_cutting,L-01,2026-03-28 11:00:00,2026-03-28 11:04:33,completed,2026-03-28 11:00:00,2026-03-28 11:04:33,4.55
U-1110,bending,B-01,2026-03-28 11:35:33,2026-03-28 11:43:48,completed,2026-03-28 11:35:33,2026-03-28 11:43:48,8.25
U-1110,welding,W-01,2026-03-28 12:05:48,2026-03-28 12:15:12,completed,2026-03-28 12:05:48,2026-03-28 12:15:12,9.4
U-1111,laser_cutting,L-03,2026-03-28 09:01:00,2026-03-28 09:10:27,completed,2026-03-28 09:01:00,2026-03-28 09:10:27,9.45
U-1111,bending,B-01,2026-03-28 09:38:27,2026-03-28 09:48:00,completed,2026-03-28 09:38:27,2026-03-28 09:48:00,9.55
U-1111,welding,W-02,2026-03-28 10:16:00,2026-03-28 10:28:57,completed,2026-03-28 10:16:00,2026-03-28 10:28:57,12.95
U-1112,laser_cutting,L-01,2026-03-28 09:37:00,2026-03-28 09:42:39,completed,2026-03-28 09:37:00,2026-03-28 09:42:39,5.65
U-1112,bending,B-01,2026-03-28 10:16:39,2026-03-28 10:22:10,completed,2026-03-28 10:16:39,2026-03-28 10:22:10,5.516666666666667
U-1112,welding,W-01,2026-03-28 11:05:10,2026-03-28 11:13:52,completed,2026-03-28 11:05:10,2026-03-28 11:13:52,8.7
U-1113,laser_cutting,L-02,2026-03-28 09:07:00,2026-03-28 09:12:02,completed,2026-03-28 09:07:00,2026-03-28 09:12:02,5.033333333333333
U-1113,bending,B-02,2026-03-28 10:01:02,2026-03-28 10:08:36,completed,2026-03-28 10:01:02,2026-03-28 10:08:36,7.566666666666666
U-1113,welding,W-01,2026-03-28 10:30:36,2026-03-28 10:39:49,completed,2026-03-28 10:30:36,2026-03-28 10:39:49,9.216666666666667
U-1114,laser_cutting,L-02,2026-03-28 10:28:00,2026-03-28 10:37:12,completed,2026-03-28 10:28:00,2026-03-28 10:37:12,9.2
U-1114,bending,B-02,2026-03-28 11:15:12,2026-03-28 11:25:14,completed,2026-03-28 11:15:12,2026-03-28 11:25:14,10.033333333333333
U-1114,welding,W-01,2026-03-28 11:46:14,2026-03-28 11:58:15,completed,2026-03-28 11:46:14,2026-03-28 11:58:15,12.016666666666667
U-1115,laser_cutting,L-01,2026-03-28 10:43:00,2026-03-28 10:45:28,completed,2026-03-28 10:43:00,2026-03-28 10:45:28,2.466666666666667
U-1115,bending,B-02,2026-03-28 11:27:28,2026-03-28 11:33:32,completed,2026-03-28 11:27:28,2026-03-28 11:33:32,6.066666666666666
U-1115,welding,W-02,2026-03-28 12:06:32,2026-03-28 12:15:17,completed,2026-03-28 12:06:32,2026-03-28 12:15:17,8.75
U-1116,laser_cutting,L-03,2026-03-28 11:22:00,2026-03-28 11:28:49,completed,2026-03-28 11:22:00,2026-03-28 11:28:49,6.816666666666666
U-1116,bending,B-02,2026-03-28 12:08:49,2026-03-28 12:17:33,completed,2026-03-28 12:08:49,2026-03-28 12:17:33,8.733333333333333
U-1116,welding,W-02,2026-03-28 12:31:33,2026-03-28 12:40:34,completed,2026-03-28 12:31:33,2026-03-28 12:40:34,9.016666666666667
U-1117,laser_cutting,L-02,2026-03-28 10:13:00,2026-03-28 10:17:37,completed,2026-03-28 10:13:00,2026-03-28 10:17:37,4.616666666666666
U-1117,bending,B-01,2026-03-28 11:01:37,2026-03-28 11:07:33,completed,2026-03-28 11:01:37,2026-03-28 11:07:33,5.933333333333334
U-1117,welding,W-02,2026-03-28 11:49:33,2026-03-28 11:59:03,completed,2026-03-28 11:49:33,2026-03-28 11:59:03,9.5
U-1118,laser_cutting,L-03,2026-03-28 09:27:00,2026-03-28 09:32:09,completed,2026-03-28 09:27:00,2026-03-28 09:32:09,5.15
U-1118,bending,B-01,2026-03-28 10:07:09,2026-03-28 10:15:12,completed,2026-03-28 10:07:09,2026-03-28 10:15:12,8.05
U-1118,welding,W-02,2026-03-28 10:27:12,2026-03-28 10:37:38,completed,2026-03-28 10:27:12,2026-03-28 10:37:38,10.433333333333334
U-1119,laser_cutting,L-02,2026-03-28 09:06:00,2026-03-28 09:14:22,completed,2026-03-28 09:06:00,2026-03-28 09:14:22,8.366666666666667
U-1119,bending,B-02,2026-03-28 09:52:22,2026-03-28 09:58:07,completed,2026-03-28 09:52:22,2026-03-28 09:58:07,5.75
U-1119,welding,W-01,2026-03-28 10:17:07,2026-03-28 10:28:54,completed,2026-03-28 10:17:07,2026-03-28 10:28:54,11.783333333333333
U-1120,laser_cutting,L-02,2026-03-28 11:12:00,2026-03-28 11:18:30,completed,2026-03-28 11:12:00,2026-03-28 11:18:30,6.5
U-1120,bending,B-01,2026-03-28 11:57:30,2026-03-28 12:07:13,completed,2026-03-28 11:57:30,2026-03-28 12:07:13,9.716666666666667
U-1120,welding,W-02,2026-03-28 12:38:13,2026-03-28 12:47:27,completed,2026-03-28 12:38:13,2026-03-28 12:47:27,9.233333333333333
U-1121,laser_cutting,L-03,2026-03-28 08:49:00,2026-03-28 08:55:33,completed,2026-03-28 08:49:00,2026-03-28 08:55:33,6.55
U-1121,bending,B-02,2026-03-28 09:16:33,2026-03-28 09:25:33,completed,2026-03-28 09:16:33,2026-03-28 09:25:33,9.0
U-1121,welding,W-02,2026-03-28 09:59:33,2026-03-28 10:07:58,completed,2026-03-28 09:59:33,2026-03-28 10:07:58,8.416666666666666
U-1122,laser_cutting,L-01,2026-03-28 10:04:00,2026-03-28 10:11:31,completed,2026-03-28 10:04:00,2026-03-28 10:11:31,7.516666666666667
U-1122,bending,B-02,2026-03-28 10:47:31,2026-03-28 10:53:34,completed,2026-03-28 10:47:31,2026-03-28 10:53:34,6.05
U-1122,welding,W-02,2026-03-28 11:32:34,2026-03-28 11:43:49,completed,2026-03-28 11:32:34,2026-03-28 11:43:49,11.25
U-1123,laser_cutting,L-01,2026-03-28 10:13:00,2026-03-28 10:19:07,completed,2026-03-28 10:13:00,2026-03-28 10:19:07,6.116666666666666
U-1123,bending,B-01,2026-03-28 10:42:07,2026-03-28 10:49:56,completed,2026-03-28 10:42:07,2026-03-28 10:49:56,7.816666666666666
U-1123,welding,W-01,2026-03-28 11:28:56,2026-03-28 11:40:36,completed,2026-03-28 11:28:56,2026-03-28 11:40:36,11.666666666666666
U-1124,laser_cutting,L-01,2026-03-28 09:56:00,2026-03-28 10:01:59,completed,2026-03-28 09:56:00,2026-03-28 10:01:59,5.983333333333333
U-1124,bending,B-01,2026-03-28 10:19:59,2026-03-28 10:26:06,completed,2026-03-28 10:19:59,2026-03-28 10:26:06,6.116666666666666
U-1124,welding,W-02,2026-03-28 11:11:06,2026-03-28 11:20:54,completed,2026-03-28 11:11:06,2026-03-28 11:20:54,9.8
U-1125,laser_cutting,L-01,2026-03-28 08:59:00,2026-03-28 09:05:21,completed,2026-03-28 08:59:00,2026-03-28 09:05:21,6.35
U-1125,bending,B-01,2026-03-28 09:49:21,2026-03-28 09:56:46,completed,2026-03-28 09:49:21,2026-03-28 09:56:46,7.416666666666667
U-1125,welding,W-02,2026-03-28 10:36:46,2026-03-28 10:46:52,completed,2026-03-28 10:36:46,2026-03-28 10:46:52,10.1
U-1126,laser_cutting,L-03,2026-03-28 09:33:00,2026-03-28 09:39:25,completed,2026-03-28 09:33:00,2026-03-28 09:39:25,6.416666666666667
U-1126,bending,B-01,2026-03-28 09:50:25,2026-03-28 09:59:07,completed,2026-03-28 09:50:25,2026-03-28 09:59:07,8.7
U-1126,welding,W-02,2026-03-28 10:40:07,2026-03-28 10:50:58,completed,2026-03-28 10:40:07,2026-03-28 10:50:58,10.85
U-1127,laser_cutting,L-03,2026-03-28 10:28:00,2026-03-28 10:36:24,completed,2026-03-28 10:28:00,2026-03-28 10:36:24,8.4
U-1127,bending,B-02,2026-03-28 11:21:24,2026-03-28 11:28:22,completed,2026-03-28 11:21:24,2026-03-28 11:28:22,6.966666666666667
U-1127,welding,W-01,2026-03-28 11:48:22,2026-03-28 11:59:30,completed,2026-03-28 11:48:22,2026-03-28 11:59:30,11.133333333333333
U-1128,laser_cutting,L-03,2026-03-28 11:04:00,2026-03-28 11:09:47,completed,2026-03-28 11:04:00,2026-03-28 11:09:47,5.783333333333333
U-1128,bending,B-01,2026-03-28 11:20:47,2026-03-28 11:28:48,completed,2026-03-28 11:20:47,2026-03-28 11:28:48,8.016666666666667
U-1128,welding,W-01,2026-03-28 12:05:48,2026-03-28 12:12:48,completed,2026-03-28 12:05:48,2026-03-28 12:12:48,7.0
U-1129,laser_cutting,L-03,2026-03-28 10:23:00,2026-03-28 10:26:55,completed,2026-03-28 10:23:00,2026-03-28 10:26:55,3.9166666666666665
U-1129,bending,B-01,2026-03-28 10:46:55,2026-03-28 10:54:33,completed,2026-03-28 10:46:55,2026-03-28 10:54:33,7.633333333333334
U-1129,welding,W-01,2026-03-28 11:22:33,2026-03-28 11:33:14,completed,2026-03-28 11:22:33,2026-03-28 11:33:14,10.683333333333334
U-1130,laser_cutting,L-02,2026-03-28 10:59:00,2026-03-28 11:07:06,completed,2026-03-28 10:59:00,2026-03-28 11:07:06,8.1
U-1130,bending,B-02,2026-03-28 11:54:06,2026-03-28 12:03:30,completed,2026-03-28 11:54:06,2026-03-28 12:03:30,9.4
U-1130,welding,W-01,2026-03-28 12:49:30,2026-03-28 12:57:15,completed,2026-03-28 12:49:30,2026-03-28 12:57:15,7.75
U-1131,laser_cutting,L-03,2026-03-28 10:06:00,2026-03-28 10:12:41,completed,2026-03-28 10:06:00,2026-03-28 10:12:41,6.683333333333334
U-1131,bending,B-01,2026-03-28 10:56:41,2026-03-28 11:02:07,completed,2026-03-28 10:56:41,2026-03-28 11:02:07,5.433333333333334
U-1131,welding,W-01,2026-03-28 11:49:07,2026-03-28 11:59:32,completed,2026-03-28 11:49:07,2026-03-28 11:59:32,10.416666666666666
U-1132,laser_cutting,L-01,2026-03-28 09:05:00,2026-03-28 09:12:58,completed,2026-03-28 09:05:00,2026-03-28 09:12:58,7.966666666666667
U-1132,bending,B-01,2026-03-28 09:40:58,2026-03-28 09:49:36,completed,2026-03-28 09:40:58,2026-03-28 09:49:36,8.633333333333333
U-1132,welding,W-02,2026-03-28 10:11:36,2026-03-28 10:21:55,completed,2026-03-28 10:11:36,2026-03-28 10:21:55,10.316666666666666
U-1133,laser_cutting,L-03,2026-03-28 10:26:00,2026-03-28 10:33:40,completed,2026-03-28 10:26:00,2026-03-28 10:33:40,7.666666666666667
U-1133,bending,B-01,2026-03-28 10:57:40,2026-03-28 11:04:46,completed,2026-03-28 10:57:40,2026-03-28 11:04:46,7.1
U-1133,welding,W-01,2026-03-28 11:22:46,2026-03-28 11:34:58,completed,2026-03-28 11:22:46,2026-03-28 11:34:58,12.2
U-1134,laser_cutting,L-01,2026-03-28 09:18:00,2026-03-28 09:24:33,completed,2026-03-28 09:18:00,2026-03-28 09:24:33,6.55
U-1134,bending,B-01,2026-03-28 10:05:33,2026-03-28 10:14:54,completed,2026-03-28 10:05:33,2026-03-28 10:14:54,9.35
U-1134,welding,W-02,2026-03-28 10:29:54,2026-03-28 10:38:42,completed,2026-03-28 10:29:54,2026-03-28 10:38:42,8.8
U-1135,laser_cutting,L-01,2026-03-28 09:44:00,2026-03-28 09:52:58,completed,2026-03-28 09:44:00,2026-03-28 09:52:58,8.966666666666667
U-1135,bending,B-01,2026-03-28 10:07:58,2026-03-28 10:17:12,completed,2026-03-28 10:07:58,2026-03-28 10:17:12,9.233333333333333
U-1135,welding,W-02,2026-03-28 10:43:12,2026-03-28 10:52:55,completed,2026-03-28 10:43:12,2026-03-28 10:52:55,9.716666666666667
U-1136,laser_cutting,L-03,2026-03-28 11:18:00,2026-03-28 11:24:58,completed,2026-03-28 11:18:00,2026-03-28 11:24:58,6.966666666666667
U-1136,bending,B-02,2026-03-28 11:51:58,2026-03-28 12:00:42,completed,2026-03-28 11:51:58,2026-03-28 12:00:42,8.733333333333333
U-1136,welding,W-02,2026-03-28 12:28:42,2026-03-28 12:37:09,completed,2026-03-28 12:28:42,2026-03-28 12:37:09,8.45
U-1137,laser_cutting,L-03,2026-03-28 09:37:00,2026-03-28 09:45:19,completed,2026-03-28 09:37:00,2026-03-28 09:45:19,8.316666666666666
U-1137,bending,B-02,2026-03-28 10:32:19,2026-03-28 10:40:12,completed,2026-03-28 10:32:19,2026-03-28 10:40:12,7.883333333333334
U-1137,welding,W-02,2026-03-28 11:09:12,2026-03-28 11:18:10,completed,2026-03-28 11:09:12,2026-03-28 11:18:10,8.966666666666667
U-1138,laser_cutting,L-03,2026-03-28 10:44:00,2026-03-28 10:51:51,completed,2026-03-28 10:44:00,2026-03-28 10:51:51,7.85
U-1138,bending,B-01,2026-03-28 11:35:51,2026-03-28 11:43:16,completed,2026-03-28 11:35:51,2026-03-28 11:43:16,7.416666666666667
U-1138,welding,W-01,2026-03-28 12:17:16,2026-03-28 12:27:09,completed,2026-03-28 12:17:16,2026-03-28 12:27:09,9.883333333333333
U-1139,laser_cutting,L-02,2026-03-28 08:49:00,2026-03-28 08:55:52,completed,2026-03-28 08:49:00,2026-03-28 08:55:52,6.866666666666666
U-1139,bending,B-01,2026-03-28 09:33:52,2026-03-28 09:40:09,completed,2026-03-28 09:33:52,2026-03-28 09:40:09,6.283333333333333
U-1139,welding,W-02,2026-03-28 10:16:09,2026-03-28 10:25:21,completed,2026-03-28 10:16:09,2026-03-28 10:25:21,9.2
U-1140,laser_cutting,L-01,2026-03-28 11:25:00,2026-03-28 11:30:48,completed,2026-03-28 11:25:00,2026-03-28 11:30:48,5.8
U-1140,bending,B-01,2026-03-28 12:09:48,2026-03-28 12:19:30,completed,2026-03-28 12:09:48,2026-03-28 12:19:30,9.7
U-1140,welding,W-02,2026-03-28 12:49:30,2026-03-28 13:00:37,completed,2026-03-28 12:49:30,2026-03-28 13:00:37,11.116666666666667
U-1141,laser_cutting,L-03,2026-03-28 10:43:00,2026-03-28 10:49:51,completed,2026-03-28 10:43:00,2026-03-28 10:49:51,6.85
U-1141,bending,B-02,2026-03-28 11:30:51,2026-03-28 11:39:51,completed,2026-03-28 11:30:51,2026-03-28 11:39:51,9.0
U-1141,welding,W-02,2026-03-28 12:06:51,2026-03-28 12:18:26,completed,2026-03-28 12:06:51,2026-03-28 12:18:26,11.583333333333334
U-1142,laser_cutting,L-01,2026-03-28 09:29:00,2026-03-28 09:36:10,completed,2026-03-28 09:29:00,2026-03-28 09:36:10,7.166666666666667
U-1142,bending,B-02,2026-03-28 09:46:10,2026-03-28 09:54:31,completed,2026-03-28 09:46:10,2026-03-28 09:54:31,8.35
U-1142,welding,W-02,2026-03-28 10:17:31,2026-03-28 10:27:48,completed,2026-03-28 10:17:31,2026-03-28 10:27:48,10.283333333333333
U-1143,laser_cutting,L-02,2026-03-28 08:39:00,2026-03-28 08:46:12,completed,2026-03-28 08:39:00,2026-03-28 08:46:12,7.2
U-1143,bending,B-01,2026-03-28 09:26:12,2026-03-28 09:33:37,completed,2026-03-28 09:26:12,2026-03-28 09:33:37,7.416666666666667
U-1143,welding,W-01,2026-03-28 10:16:37,2026-03-28 10:26:57,completed,2026-03-28 10:16:37,2026-03-28 10:26:57,10.333333333333334
U-1144,laser_cutting,L-02,2026-03-28 09:53:00,2026-03-28 09:59:21,completed,2026-03-28 09:53:00,2026-03-28 09:59:21,6.35
U-1144,bending,B-01,2026-03-28 10:18:21,2026-03-28 10:25:54,completed,2026-03-28 10:18:21,2026-03-28 10:25:54,7.55
U-1144,welding,W-01,2026-03-28 11:04:54,2026-03-28 11:14:10,completed,2026-03-28 11:04:54,2026-03-28 11:14:10,9.266666666666667
U-1145,laser_cutting,L-03,2026-03-28 11:14:00,2026-03-28 11:22:24,completed,2026-03-28 11:14:00,2026-03-28 11:22:24,8.4
U-1145,bending,B-02,2026-03-28 11:43:24,2026-03-28 11:51:04,completed,2026-03-28 11:43:24,2026-03-28 11:51:04,7.666666666666667
U-1145,welding,W-01,2026-03-28 12:35:04,2026-03-28 12:45:22,completed,2026-03-28 12:35:04,2026-03-28 12:45:22,10.3
U-1146,laser_cutting,L-02,2026-03-28 10:09:00,2026-03-28 10:18:10,completed,2026-03-28 10:09:00,2026-03-28 10:18:10,9.166666666666666
U-1146,bending,B-01,2026-03-28 10:47:10,2026-03-28 10:56:20,completed,2026-03-28 10:47:10,2026-03-28 10:56:20,9.166666666666666
U-1146,welding,W-02,2026-03-28 11:37:20,2026-03-28 11:48:04,completed,2026-03-28 11:37:20,2026-03-28 11:48:04,10.733333333333333
U-1147,laser_cutting,L-01,2026-03-28 08:45:00,2026-03-28 08:49:41,completed,2026-03-28 08:45:00,2026-03-28 08:49:41,4.683333333333334
U-1147,bending,B-02,2026-03-28 09:03:41,2026-03-28 09:10:19,completed,2026-03-28 09:03:41,2026-03-28 09:10:19,6.633333333333334
U-1147,welding,W-02,2026-03-28 09:47:19,2026-03-28 09:54:31,completed,2026-03-28 09:47:19,2026-03-28 09:54:31,7.2
U-1148,laser_cutting,L-03,2026-03-28 10:17:00,2026-03-28 10:22:50,completed,2026-03-28 10:17:00,2026-03-28 10:22:50,5.833333333333333
U-1148,bending,B-02,2026-03-28 10:56:50,2026-03-28 11:04:52,completed,2026-03-28 10:56:50,2026-03-28 11:04:52,8.033333333333333
U-1148,welding,W-01,2026-03-28 11:46:52,2026-03-28 11:58:05,completed,2026-03-28 11:46:52,2026-03-28 11:58:05,11.216666666666667
U-1149,laser_cutting,L-03,2026-03-28 09:02:00,2026-03-28 09:08:59,completed,2026-03-28 09:02:00,2026-03-28 09:08:59,6.983333333333333
U-1149,bending,B-02,2026-03-28 09:33:59,2026-03-28 09:41:40,completed,2026-03-28 09:33:59,2026-03-28 09:41:40,7.683333333333334
U-1149,welding,W-02,2026-03-28 10:01:40,2026-03-28 10:10:43,completed,2026-03-28 10:01:40,2026-03-28 10:10:43,9.05
U-1150,laser_cutting,L-01,2026-03-28 09:31:00,2026-03-28 09:35:42,completed,2026-03-28 09:31:00,2026-03-28 09:35:42,4.7
U-1150,bending,B-01,2026-03-28 09:52:42,2026-03-28 10:00:04,completed,2026-03-28 09:52:42,2026-03-28 10:00:04,7.366666666666666
U-1150,welding,W-01,2026-03-28 10:33:04,2026-03-28 10:41:28,completed,2026-03-28 10:33:04,2026-03-28 10:41:28,8.4
U-1151,laser_cutting,L-02,2026-03-28 08:53:00,2026-03-28 08:59:58,completed,2026-03-28 08:53:00,2026-03-28 08:59:58,6.966666666666667
U-1151,bending,B-02,2026-03-28 09:29:58,2026-03-28 09:38:53,completed,2026-03-28 09:29:58,2026-03-28 09:38:53,8.916666666666666
U-1151,welding,W-02,2026-03-28 10:20:53,2026-03-28 10:28:37,completed,2026-03-28 10:20:53,2026-03-28 10:28:37,7.733333333333333
U-1152,laser_cutting,L-02,2026-03-28 10:59:00,2026-03-28 11:06:51,completed,2026-03-28 10:59:00,2026-03-28 11:06:51,7.85
U-1152,bending,B-01,2026-03-28 11:46:51,2026-03-28 11:54:55,completed,2026-03-28 11:46:51,2026-03-28 11:54:55,8.066666666666666
U-1152,welding,W-01,2026-03-28 12:19:55,2026-03-28 12:28:43,completed,2026-03-28 12:19:55,2026-03-28 12:28:43,8.8
U-1153,laser_cutting,L-02,2026-03-28 10:53:00,2026-03-28 10:59:28,completed,2026-03-28 10:53:00,2026-03-28 10:59:28,6.466666666666667
U-1153,bending,B-02,2026-03-28 11:36:28,2026-03-28 11:45:12,completed,2026-03-28 11:36:28,2026-03-28 11:45:12,8.733333333333333
U-1153,welding,W-02,2026-03-28 12:06:12,2026-03-28 12:15:58,completed,2026-03-28 12:06:12,2026-03-28 12:15:58,9.766666666666667
U-1154,laser_cutting,L-03,2026-03-28 10:57:00,2026-03-28 11:03:43,completed,2026-03-28 10:57:00,2026-03-28 11:03:43,6.716666666666667
U-1154,bending,B-01,2026-03-28 11:39:43,2026-03-28 11:47:17,completed,2026-03-28 11:39:43,2026-03-28 11:47:17,7.566666666666666
U-1154,welding,W-02,2026-03-28 12:20:17,2026-03-28 12:27:54,completed,2026-03-28 12:20:17,2026-03-28 12:27:54,7.616666666666666
U-1155,laser_cutting,L-01,2026-03-28 08:49:00,2026-03-28 08:53:46,completed,2026-03-28 08:49:00,2026-03-28 08:53:46,4.766666666666667
U-1155,bending,B-02,2026-03-28 09:42:46,2026-03-28 09:49:59,completed,2026-03-28 09:42:46,2026-03-28 09:49:59,7.216666666666667
U-1155,welding,W-02,2026-03-28 10:09:59,2026-03-28 10:19:18,completed,2026-03-28 10:09:59,2026-03-28 10:19:18,9.316666666666666
U-1156,laser_cutting,L-02,2026-03-28 09:48:00,2026-03-28 09:54:47,completed,2026-03-28 09:48:00,2026-03-28 09:54:47,6.783333333333333
U-1156,bending,B-01,2026-03-28 10:19:47,2026-03-28 10:27:36,completed,2026-03-28 10:19:47,2026-03-28 10:27:36,7.816666666666666
U-1156,welding,W-01,2026-03-28 11:00:36,2026-03-28 11:09:39,completed,2026-03-28 11:00:36,2026-03-28 11:09:39,9.05
U-1157,laser_cutting,L-03,2026-03-28 10:51:00,2026-03-28 10:57:03,completed,2026-03-28 10:51:00,2026-03-28 10:57:03,6.05
U-1157,bending,B-01,2026-03-28 11:28:03,2026-03-28 11:36:57,completed,2026-03-28 11:28:03,2026-03-28 11:36:57,8.9
U-1157,welding,W-02,2026-03-28 12:20:57,2026-03-28 12:30:29,completed,2026-03-28 12:20:57,2026-03-28 12:30:29,9.533333333333333
U-1158,laser_cutting,L-01,2026-03-28 09:09:00,2026-03-28 09:15:30,completed,2026-03-28 09:09:00,2026-03-28 09:15:30,6.5
U-1158,bending,B-01,2026-03-28 09:47:30,2026-03-28 09:54:04,completed,2026-03-28 09:47:30,2026-03-28 09:54:04,6.566666666666666
U-1158,welding,W-02,2026-03-28 10:11:04,2026-03-28 10:21:27,completed,2026-03-28 10:11:04,2026-03-28 10:21:27,10.383333333333333
U-1159,laser_cutting,L-01,2026-03-28 10:02:00,2026-03-28 10:09:04,completed,2026-03-28 10:02:00,2026-03-28 10:09:04,7.066666666666666
U-1159,bending,B-01,2026-03-28 10:46:04,2026-03-28 10:54:00,completed,2026-03-28 10:46:04,2026-03-28 10:54:00,7.933333333333334
U-1159,welding,W-01,2026-03-28 11:18:00,2026-03-28 11:29:22,completed,2026-03-28 11:18:00,2026-03-28 11:29:22,11.366666666666667
U-1160,laser_cutting,L-03,2026-03-28 10:58:00,2026-03-28 11:06:48,completed,2026-03-28 10:58:00,2026-03-28 11:06:48,8.8
U-1160,bending,B-02,2026-03-28 11:46:48,2026-03-28 11:56:09,completed,2026-03-28 11:46:48,2026-03-28 11:56:09,9.35
U-1160,welding,W-02,2026-03-28 12:27:09,2026-03-28 12:35:35,completed,2026-03-28 12:27:09,2026-03-28 12:35:35,8.433333333333334
U-1161,laser_cutting,L-03,2026-03-28 10:09:00,2026-03-28 10:16:24,completed,2026-03-28 10:09:00,2026-03-28 10:16:24,7.4
U-1161,bending,B-01,2026-03-28 11:06:24,2026-03-28 11:16:42,completed,2026-03-28 11:06:24,2026-03-28 11:16:42,10.3
U-1161,welding,W-01,2026-03-28 12:01:42,2026-03-28 12:12:36,completed,2026-03-28 12:01:42,2026-03-28 12:12:36,10.9
U-1162,laser_cutting,L-03,2026-03-28 10:32:00,2026-03-28 10:39:23,completed,2026-03-28 10:32:00,2026-03-28 10:39:23,7.383333333333334
U-1162,bending,B-02,2026-03-28 11:08:23,2026-03-28 11:17:22,completed,2026-03-28 11:08:23,2026-03-28 11:17:22,8.983333333333333
U-1162,welding,W-02,2026-03-28 11:47:22,2026-03-28 11:55:59,completed,2026-03-28 11:47:22,2026-03-28 11:55:59,8.616666666666667
U-1163,laser_cutting,L-03,2026-03-28 11:06:00,2026-03-28 11:11:48,completed,2026-03-28 11:06:00,2026-03-28 11:11:48,5.8
U-1163,bending,B-02,2026-03-28 11:35:48,2026-03-28 11:41:03,completed,2026-03-28 11:35:48,2026-03-28 11:41:03,5.25
U-1163,welding,W-01,2026-03-28 12:07:03,2026-03-28 12:17:18,completed,2026-03-28 12:07:03,2026-03-28 12:17:18,10.25
U-1164,laser_cutting,L-01,2026-03-28 09:10:00,2026-03-28 09:15:16,completed,2026-03-28 09:10:00,2026-03-28 09:15:16,5.266666666666667
U-1164,bending,B-01,2026-03-28 09:42:16,2026-03-28 09:48:49,completed,2026-03-28 09:42:16,2026-03-28 09:48:49,6.55
U-1164,welding,W-02,2026-03-28 10:22:49,2026-03-28 10:33:58,completed,2026-03-28 10:22:49,2026-03-28 10:33:58,11.15
U-1165,laser_cutting,L-01,2026-03-28 08:15:00,2026-03-28 08:20:24,completed,2026-03-28 08:15:00,2026-03-28 08:20:24,5.4
U-1165,bending,B-01,2026-03-28 08:36:24,2026-03-28 08:45:49,completed,2026-03-28 08:36:24,2026-03-28 08:45:49,9.416666666666666
